Latitude,Longtitude,Pressure [hPa],Height [m],Temperature [C],Relative Humidity [%],Wind Direction [deg],Wind Speed [knot]
44.91,-84.71,5816,441.0,-42.9,5,313,13
44.91,-84.71,6992,370.0,-45.7,4,302,28
44.91,-84.71,8230,307.3,-46.2,2,295,28
44.91,-84.71,9573,251.0,-45.3,1,270,33
44.91,-84.71,11146,198.0,-47.5,1,259,41
44.91,-84.71,13375,141.0,-48.7,1,257,50
44.91,-84.71,15240,105.8,-53.8,1,245,62
44.5,-88.11,1009,888.0,-31.7,75,300,29
44.5,-88.11,2134,758.2,-31.6,72,315,28
44.5,-88.11,3776,600.0,-35.3,28,329,39
44.5,-88.11,4931,508.0,-38.3,43,330,56
44.5,-88.11,6096,428.4,-42.1,4,325,57
44.5,-88.11,8450,300.0,-48.1,4,315,45
44.5,-88.11,10363,224.5,-46.8,1,305,42
44.5,-88.11,12549,161.0,-49.9,1,291,44
44.5,-88.11,19202,56.9,-61.1,1,260,78
44.85,-93.56,1051,889.0,-27.9,80,315,30
44.85,-93.56,1783,803.0,-26.5,57,315,37
44.85,-93.56,2544,723.0,-25.7,29,325,43
44.85,-93.56,3073,672.0,-27.1,87,327,51
44.85,-93.56,4091,583.0,-30.3,46,334,62
44.85,-93.56,5730,462.0,-37.5,11,335,63
44.85,-93.56,8027,328.0,-48.5,2,340,96
44.85,-93.56,10367,229.0,-51.7,1,333,88
44.85,-93.56,12323,169.0,-53.3,1,321,79
44.85,-93.56,14859,114.0,-56.3,1,312,59
44.85,-93.56,17910,70.0,-60.9,1,280,61
44.85,-93.56,20422,46.5,-63.2,1,260,57
44.85,-93.56,23100,30.0,-64.3,1,250,82
44.85,-93.56,25304,20.8,-66.7,1,255,93
44.85,-93.56,27432,14.6,-69.0,1,240,95
45.45,-98.43,426,974.0,-22.5,64,281,12
45.45,-98.43,1251,870.0,-24.5,81,324,27
45.45,-98.43,2375,747.0,-19.1,37,329,40
45.45,-98.43,3962,602.2,-24.3,7,335,57
45.45,-98.43,5233,506.0,-25.7,65,340,89
45.45,-98.43,7620,360.3,-40.3,42,340,120
45.45,-98.43,10096,247.0,-59.5,30,344,122
45.45,-98.43,11827,187.0,-59.1,11,329,111
45.45,-98.43,14462,123.0,-59.5,2,322,78
45.45,-98.43,17940,70.0,-64.1,2,305,61
45.45,-98.43,19507,54.1,-66.1,2,300,69
45.45,-98.43,22158,34.9,-65.1,2,268,67
45.45,-98.43,24796,22.4,-72.1,3,270,70
45.45,-98.43,26992,15.5,-71.7,3,259,81
44.08,-103.21,1360,862.0,-10.1,37,243,6
44.08,-103.21,2141,779.0,-10.5,56,315,37
44.08,-103.21,3046,692.0,-13.7,95,320,62
44.08,-103.21,4267,589.6,-13.1,62,335,62
44.08,-103.21,6096,460.9,-24.9,52,325,74
44.08,-103.21,7609,373.0,-35.7,44,330,75
44.08,-103.21,9496,282.0,-49.9,26,328,88
44.08,-103.21,12153,184.0,-67.9,42,330,99
44.08,-103.21,12826,165.0,-60.5,6,328,75
44.08,-103.21,14326,129.5,-62.2,3,325,62
44.08,-103.21,17047,83.2,-65.3,4,315,56
44.08,-103.21,19353,56.8,-67.4,5,300,76
44.08,-103.21,21336,40.9,-68.4,5,275,32
44.08,-103.21,24084,25.6,-74.7,7,278,69
43.06,-108.48,1803,821.0,-12.7,51,289,7
43.06,-108.48,2579,744.0,0.0,17,303,33
43.06,-108.48,4107,613.0,-9.7,40,334,46
43.06,-108.48,5904,483.0,-22.3,58,332,43
43.06,-108.48,7884,366.0,-35.9,25,316,48
43.06,-108.48,10440,250.0,-54.9,47,320,54
43.06,-108.48,12588,176.0,-66.9,31,328,66
43.06,-108.48,13854,143.0,-62.3,5,314,58
43.06,-108.48,15240,114.0,-63.9,2,320,61
43.06,-108.48,18372,68.0,-71.5,3,320,46
43.06,-108.48,21643,39.1,-70.9,3,310,80
43.06,-108.48,23250,30.0,-66.7,2,295,48
43.06,-108.48,25849,19.4,-72.3,2,294,51
43.06,-108.48,27681,14.3,-60.3,1,308,61
43.06,-108.48,29870,10.1,-59.2,1,315,54
43.56,-116.21,1214,888.0,-0.1,37,134,12
43.56,-116.21,2147,790.0,0.6,25,217,11
43.56,-116.21,3269,687.0,-0.9,31,268,16
43.56,-116.21,4877,559.1,-13.2,36,265,21
43.56,-116.21,6240,466.0,-23.7,66,271,29
43.56,-116.21,9144,308.0,-43.7,61,280,37
43.56,-116.21,11740,205.0,-64.9,32,275,41
43.56,-116.21,13337,158.0,-62.3,6,288,48
43.56,-116.21,15240,116.2,-62.3,1,305,55
43.56,-116.21,18674,66.1,-68.5,1,319,39
43.56,-116.21,21336,42.3,-69.0,1,325,59
43.56,-116.21,24384,25.4,-69.5,1,330,68
43.56,-116.21,25964,19.5,-65.1,1,336,79
43.56,-116.21,30150,10.0,-50.7,1,350,152
44.91,-123.0,78,1013.0,6.0,61,18,2
44.91,-123.0,793,929.0,10.2,18,200,17
44.91,-123.0,1526,850.0,6.8,31,235,16
44.91,-123.0,2134,788.9,2.5,71,270,16
44.91,-123.0,3090,700.0,-3.9,81,235,19
44.91,-123.0,4575,578.0,-12.7,90,215,30
44.91,-123.0,7290,400.0,-30.7,74,215,21
44.91,-123.0,10325,255.0,-56.5,41,219,49
44.91,-123.0,12115,191.0,-59.9,14,247,40
44.91,-123.0,14264,136.0,-56.7,5,274,35
44.91,-123.0,15947,104.0,-62.1,4,287,33
44.91,-123.0,18898,64.0,-65.8,4,300,32
44.91,-123.0,20895,46.1,-64.3,2,313,47
44.91,-123.0,23500,30.0,-65.3,1,335,66
44.91,-123.0,26779,17.7,-52.5,1,350,123
44.91,-123.0,30460,10.0,-50.3,1,350,135
44.91,-123.0,31923,8.0,-45.3,1,351,139
46.86,-68.01,914,882.1,3.7,97,250,35
46.86,-68.01,2438,730.0,-1.7,98,205,45
46.86,-68.01,4616,553.0,-11.1,92,206,95
46.86,-68.01,5934,464.0,-21.7,88,215,106
46.86,-68.01,6660,420.0,-26.9,65,210,113
46.86,-68.01,7790,358.0,-36.1,44,216,133
46.86,-68.01,9000,300.0,-43.1,58,220,143
46.86,-68.01,10436,241.0,-54.9,47,224,142
46.86,-68.01,12868,163.0,-62.1,19,226,135
46.86,-68.01,14592,123.0,-63.3,16,228,99
46.86,-68.01,17678,74.5,-65.0,17,235,92
46.86,-68.01,19812,53.0,-59.7,17,255,77
46.86,-68.01,21882,37.9,-62.3,19,245,97
48.56,-93.4,914,900.8,-29.6,79,325,26
48.56,-93.4,1524,827.5,-24.8,77,350,27
48.56,-93.4,2743,699.0,-27.9,81,340,40
48.56,-93.4,4169,572.0,-33.5,36,350,64
48.56,-93.4,6081,434.0,-41.5,12,340,64
48.56,-93.4,8861,285.0,-52.1,5,340,99
48.56,-93.4,10466,222.0,-52.9,2,336,77
48.56,-93.4,12220,169.0,-54.1,2,330,68
48.56,-93.4,15003,109.0,-55.5,2,316,62
48.56,-93.4,18002,67.4,-64.1,2,291,54
48.56,-93.4,20695,43.3,-68.9,2,272,57
48.56,-93.4,24079,24.6,-70.6,2,260,56
48.56,-93.4,26822,15.5,-66.5,2,245,81
46.76,-100.75,821,923.0,-24.7,67,294,14
46.76,-100.75,1398,853.0,-20.1,37,320,23
46.76,-100.75,2312,755.0,-16.1,2,325,33
46.76,-100.75,3348,657.0,-20.3,4,322,48
46.76,-100.75,4410,569.0,-21.1,90,331,65
46.76,-100.75,6029,456.0,-28.5,95,330,94
46.76,-100.75,8910,300.0,-49.3,30,330,106
46.76,-100.75,10668,227.6,-61.4,29,340,127
46.76,-100.75,11914,186.0,-64.1,15,325,113
46.76,-100.75,13558,143.0,-61.1,1,331,76
46.76,-100.75,15780,100.0,-61.1,1,325,72
46.76,-100.75,20000,50.0,-69.5,1,305,74
46.76,-100.75,23050,30.0,-71.1,1,280,63
46.76,-100.75,25076,21.3,-68.9,1,279,59
46.76,-100.75,27273,14.7,-69.3,1,262,64
48.21,-106.61,914,908.8,-15.9,52,190,9
48.21,-106.61,1624,829.0,-5.7,53,295,35
48.21,-106.61,2641,728.0,-9.1,75,312,55
48.21,-106.61,3658,637.4,-11.3,98,325,63
48.21,-106.61,6096,459.7,-26.0,82,320,70
48.21,-106.61,8321,335.0,-42.3,59,320,85
48.21,-106.61,11125,217.0,-63.3,37,320,100
48.21,-106.61,12468,174.0,-64.7,28,321,89
48.21,-106.61,14304,129.0,-62.5,10,323,77
48.21,-106.61,16151,95.3,-67.9,10,321,65
48.21,-106.61,18593,63.6,-69.5,11,325,65
48.21,-106.61,22546,32.6,-75.3,12,307,65
48.21,-106.61,24770,22.3,-71.7,13,308,64
48.21,-106.61,28042,12.8,-69.3,13,320,73
47.46,-111.39,2134,783.6,3.9,9,310,37
47.46,-111.39,3658,646.9,-7.5,47,330,56
47.46,-111.39,6096,467.6,-25.2,81,315,63
47.46,-111.39,7620,377.2,-35.6,66,300,60
47.46,-111.39,9683,278.0,-50.3,61,304,65
47.46,-111.39,12192,186.5,-67.9,39,310,45
47.46,-111.39,13232,157.0,-64.5,15,305,68
47.46,-111.39,14724,123.0,-63.5,4,316,60
47.46,-111.39,16322,94.7,-61.3,3,318,66
47.46,-111.39,18593,65.1,-68.0,4,320,82
47.46,-111.39,21336,41.0,-69.8,4,320,75
47.46,-111.39,25298,21.0,-67.5,3,325,56
47.46,-111.39,27619,14.2,-64.9,2,327,96
47.68,-117.63,1219,882.7,-1.4,39,170,11
47.68,-117.63,2134,787.4,1.2,29,255,27
47.68,-117.63,3079,700.0,-0.7,40,275,20
47.68,-117.63,5270,527.0,-18.3,65,266,30
47.68,-117.63,7270,400.0,-32.3,65,275,37
47.68,-117.63,9228,301.0,-46.7,50,280,48
47.68,-117.63,11278,218.2,-63.5,33,265,39
47.68,-117.63,12385,182.0,-63.1,25,274,52
47.68,-117.63,13417,154.0,-62.5,9,295,40
47.68,-117.63,15504,110.0,-62.1,1,303,44
47.68,-117.63,18593,66.2,-68.6,2,295,53
47.68,-117.63,20422,48.7,-71.1,5,310,68
47.68,-117.63,23104,31.1,-67.5,5,327,68
47.68,-117.63,25671,20.2,-68.9,8,333,82
47.68,-117.63,28346,13.1,-58.8,3,345,131
47.95,-124.55,62,1013.0,10.0,66,145,12
47.95,-124.55,911,913.0,4.8,45,165,35
47.95,-124.55,1620,837.0,6.8,11,221,14
47.95,-124.55,2674,735.0,0.6,15,243,27
47.95,-124.55,3902,629.0,-9.7,92,246,36
47.95,-124.55,5625,501.0,-21.7,92,235,33
47.95,-124.55,7085,410.0,-30.5,17,236,34
47.95,-124.55,8738,323.0,-43.7,60,226,48
47.95,-124.55,10810,234.0,-61.9,68,230,65
47.95,-124.55,11780,200.0,-60.3,14,235,46
47.95,-124.55,13610,150.0,-56.1,1,275,30
47.95,-124.55,15799,106.0,-61.7,1,280,36
47.95,-124.55,18288,70.7,-64.2,1,300,28
47.95,-124.55,20972,45.4,-66.7,1,320,60
47.95,-124.55,23470,30.2,-60.4,1,330,82
47.95,-124.55,25582,21.6,-57.9,1,343,105
47.95,-124.55,28838,13.0,-52.3,1,350,144
47.95,-124.55,30694,9.8,-46.7,1,346,139
43.9,-70.25,150,973.0,4.6,91,248,14
43.9,-70.25,1185,856.0,0.4,96,223,34
43.9,-70.25,1967,776.0,-0.9,16,227,54
43.9,-70.25,2788,700.0,-1.9,84,215,104
43.9,-70.25,4877,535.2,-14.3,78,210,122
43.9,-70.25,7020,400.0,-28.9,16,215,139
43.9,-70.25,7865,355.0,-33.7,16,216,146
43.9,-70.25,9030,300.0,-40.3,33,220,159
43.9,-70.25,10621,236.0,-54.3,79,229,168
43.9,-70.25,12486,175.0,-62.1,19,221,144
43.9,-70.25,13821,141.0,-62.9,4,230,117
43.9,-70.25,15240,112.0,-61.9,3,230,108
43.9,-70.25,17593,76.7,-58.3,3,239,71
43.9,-70.25,20422,48.7,-63.1,2,245,58
43.9,-70.25,23165,31.4,-59.9,2,250,69
43.9,-70.25,24994,23.5,-55.7,3,240,101
43.9,-70.25,26857,17.5,-55.3,2,237,112
43.9,-70.25,28492,13.6,-44.9,2,239,139
41.61,-90.58,913,909.0,-28.5,74,280,36
41.61,-90.58,2134,766.9,-27.3,47,305,40
41.61,-90.58,2923,687.0,-29.3,64,312,43
41.61,-90.58,4442,555.0,-29.7,16,320,62
41.61,-90.58,7657,346.0,-49.9,9,320,60
41.61,-90.58,10116,238.0,-46.7,1,307,62
41.61,-90.58,13150,150.0,-51.5,1,290,70
41.61,-90.58,16829,84.5,-54.9,1,279,61
41.61,-90.58,19202,57.9,-59.7,1,270,71
41.61,-90.58,21336,41.1,-61.1,1,250,75
41.61,-90.58,24636,24.2,-60.3,1,237,92
41.61,-90.58,27127,16.1,-66.3,1,235,110
41.61,-90.58,29643,10.7,-56.3,1,233,160
41.66,-69.96,90,985.0,6.0,100,255,14
41.66,-69.96,1254,854.0,4.2,100,238,52
41.66,-69.96,2438,738.3,2.8,99,215,83
41.66,-69.96,3962,610.1,-4.9,97,205,97
41.66,-69.96,6385,445.0,-19.9,86,218,110
41.66,-69.96,7361,389.0,-26.3,68,225,117
41.66,-69.96,10420,250.0,-49.7,44,230,141
41.66,-69.96,13113,162.0,-67.3,42,230,145
41.66,-69.96,14799,123.0,-65.9,37,240,113
41.66,-69.96,16334,95.6,-65.7,37,231,95
41.66,-69.96,18240,70.0,-62.5,33,235,71
41.66,-69.96,20080,52.1,-57.1,27,240,58
40.15,-89.33,914,910.7,-27.4,69,275,32
40.15,-89.33,2324,749.0,-27.1,51,298,39
40.15,-89.33,3529,633.0,-30.9,37,305,53
40.15,-89.33,4442,557.0,-29.5,46,311,62
40.15,-89.33,6740,400.0,-44.3,6,305,59
40.15,-89.33,9082,280.0,-48.3,1,295,63
23.2,-106.42,766,927.0,20.2,50,225,4
23.2,-106.42,1488,852.0,16.1,63,145,11
23.2,-106.42,3268,688.0,4.0,48,205,11
23.2,-106.42,5456,521.0,-11.5,48,245,30
23.2,-106.42,8215,358.0,-30.5,11,243,61
23.2,-106.42,10700,250.0,-41.9,3,250,77
23.2,-106.42,13661,159.0,-56.1,3,260,66
23.2,-106.42,16130,106.0,-72.5,5,285,51
23.2,-106.42,17086,90.0,-75.3,6,280,41
23.2,-106.42,17998,76.9,-75.1,7,297,39
22.75,-102.5,2265,779.0,10.4,75,0,0
22.75,-102.5,3137,700.0,4.8,60,210,19
22.75,-102.5,5048,550.0,-9.6,81,265,30
22.75,-102.5,5887,493.0,-12.4,88,235,60
22.75,-102.5,8994,323.0,-33.5,40,230,80
22.75,-102.5,10750,250.0,-42.9,20,235,89
22.75,-102.5,13989,151.0,-62.7,16,259,74
22.75,-102.5,15377,120.0,-68.9,16,270,66
22.75,-102.5,17645,81.5,-71.9,21,270,41
22.75,-102.5,18909,65.6,-71.3,18,274,30
22.75,-102.5,21158,45.0,-64.7,14,255,29
22.75,-102.5,22636,35.4,-63.3,10,246,21
22.75,-102.5,24816,25.0,-55.7,9,245,35
22.75,-102.5,26916,18.0,-53.7,4,230,30
22.75,-102.5,29895,11.3,-53.1,2,215,48
20.67,-103.38,1673,835.0,17.4,53,40,3
20.67,-103.38,3144,700.0,0.4,64,168,13
20.67,-103.38,6875,424.0,-17.3,86,230,56
20.67,-103.38,8773,327.0,-30.9,38,230,67
20.67,-103.38,10397,259.0,-40.3,32,230,76
20.67,-103.38,11678,214.0,-48.3,24,245,74
19.05,-104.32,277,981.0,24.6,65,310,3
19.05,-104.32,1401,862.0,19.6,38,135,8
19.05,-104.32,3153,700.0,6.6,39,205,12
19.05,-104.32,4668,580.0,-4.3,90,238,20
19.05,-104.32,6080,484.0,-10.1,57,231,46
19.05,-104.32,8134,368.0,-24.5,29,235,67
19.05,-104.32,9922,286.0,-35.3,8,230,81
19.05,-104.32,12482,195.0,-53.7,8,254,61
19.05,-104.32,14898,132.0,-67.5,9,275,45
19.05,-104.32,16980,92.4,-80.5,18,290,45
19.05,-104.32,18248,74.0,-75.8,15,255,36
19.05,-104.32,19475,60.0,-70.3,7,240,11
19.05,-104.32,20681,49.0,-68.6,6,250,18
19.05,-104.32,22060,39.0,-62.3,4,250,18
19.05,-104.32,24123,28.0,-58.3,1,235,28
19.05,-104.32,25938,21.0,-54.7,1,265,23
19.05,-104.32,29026,13.0,-52.4,1,180,19
19.4,-99.2,4902,564.0,-3.3,5,212,23
19.4,-99.2,6298,472.0,-9.9,62,236,36
19.4,-99.2,10159,278.0,-38.9,21,220,63
19.4,-99.2,14130,150.0,-66.1,8,245,43
19.4,-99.2,18580,70.0,-77.3,9,285,28
19.4,-99.2,23556,30.7,-60.3,1,240,19
18.43,-65.99,305,981.5,23.9,82,105,24
18.43,-65.99,1569,848.0,17.2,79,111,29
18.43,-65.99,2465,763.0,13.0,47,104,24
18.43,-65.99,3328,688.0,8.4,53,90,19
18.43,-65.99,4285,612.0,2.4,44,115,30
18.43,-65.99,5900,500.0,-3.9,2,110,19
18.43,-65.99,8230,368.0,-24.0,9,80,11
18.43,-65.99,11000,247.0,-47.7,11,321,7
18.43,-65.99,13411,169.5,-58.8,5,270,39
18.43,-65.99,15826,114.0,-71.5,5,264,17
18.43,-65.99,18008,77.9,-79.9,10,328,2
18.43,-65.99,19156,63.6,-75.7,14,103,13
18.43,-65.99,20594,49.8,-68.7,4,67,19
18.43,-65.99,22660,35.5,-60.3,1,109,13
18.43,-65.99,24689,25.7,-56.6,1,70,17
18.43,-65.99,27737,15.9,-52.2,1,60,17
18.43,-65.99,30175,10.9,-47.5,1,100,38
18.43,-65.99,32004,8.3,-42.4,1,95,62
8.98,-79.58,2546,751.0,13.8,58,30,9
8.98,-79.58,5418,528.0,-4.9,95,79,7
8.98,-79.58,8991,330.0,-24.1,36,341,13
19.72,-155.05,12,1014.0,24.2,54,345,15
19.72,-155.05,1094,893.0,12.2,88,359,22
19.72,-155.05,2299,772.0,4.4,73,350,27
19.72,-155.05,2612,743.0,4.4,38,334,23
19.72,-155.05,3095,700.0,2.6,25,335,19
19.72,-155.05,4386,595.0,-6.1,19,350,25
19.72,-155.05,6706,437.7,-23.4,10,0,45
19.72,-155.05,8461,343.0,-30.1,8,315,44
19.72,-155.05,9468,298.0,-27.5,8,287,44
19.72,-155.05,12220,200.0,-47.9,9,280,64
19.72,-155.05,15303,122.0,-68.9,22,306,65
19.72,-155.05,17374,85.9,-77.9,24,275,8
19.72,-155.05,18593,69.5,-72.5,21,305,1
19.72,-155.05,20726,48.5,-69.4,18,80,12
19.72,-155.05,22555,36.0,-61.7,15,35,22
19.72,-155.05,24145,27.9,-56.9,12,77,25
19.72,-155.05,26518,19.2,-53.5,8,105,32
19.72,-155.05,28689,13.8,-47.9,5,89,30
19.72,-155.05,30840,10.0,-44.5,7,85,49
2.83,-60.7,1320,868.0,19.9,76,60,18
2.83,-60.7,3868,641.0,5.6,70,24,19
2.83,-60.7,5860,500.0,-5.3,58,245,20
2.83,-60.7,6816,442.0,-10.5,18,270,13
2.83,-60.7,8904,335.0,-24.5,15,283,24
2.83,-60.7,10970,250.0,-41.1,26,230,36
2.83,-60.7,13875,159.0,-64.4,26,290,31
2.83,-60.7,16590,100.0,-83.5,35,200,19
2.83,-60.7,17617,83.0,-81.6,33,85,12
2.83,-60.7,18675,69.0,-72.4,22,320,21
2.83,-60.7,20458,51.1,-65.3,3,282,38
2.83,-60.7,23497,31.0,-63.7,1,295,22
21.99,-159.34,610,947.1,16.5,70,50,14
21.99,-159.34,1707,831.0,8.8,66,51,13
21.99,-159.34,2074,795.0,9.0,40,31,17
21.99,-159.34,2743,733.0,7.4,20,30,21
21.99,-159.34,4877,562.1,-6.6,17,340,28
21.99,-159.34,7620,390.1,-27.4,20,10,57
21.99,-159.34,9810,285.0,-35.9,18,347,73
21.99,-159.34,12230,200.0,-47.9,16,330,60
21.99,-159.34,14856,132.0,-65.9,24,331,42
21.99,-159.34,17724,80.7,-73.1,24,351,23
21.99,-159.34,19202,62.6,-74.0,27,20,14
21.99,-159.34,20662,49.0,-65.5,24,77,18
21.99,-159.34,22378,37.0,-63.5,21,80,19
21.99,-159.34,25135,23.9,-55.9,16,97,34
21.99,-159.34,28412,14.4,-48.1,14,96,39
21.99,-159.34,31103,9.6,-45.3,13,90,64
19.72,-155.05,305,979.7,19.2,63,355,19
19.72,-155.05,1815,819.0,7.6,77,355,24
19.72,-155.05,2416,761.0,5.0,45,346,27
19.72,-155.05,2743,731.1,3.7,48,325,20
19.72,-155.05,3579,659.0,-0.3,13,339,22
19.72,-155.05,5038,547.0,-10.5,10,349,26
19.72,-155.05,7360,400.0,-26.7,8,345,39
19.72,-155.05,8846,325.0,-28.9,8,295,58
19.72,-155.05,10363,262.6,-33.3,7,275,41
19.72,-155.05,14785,133.0,-67.9,19,300,71
19.72,-155.05,15658,115.0,-67.1,20,317,61
19.72,-155.05,17983,77.2,-78.8,24,310,35
19.72,-155.05,19375,60.9,-69.3,19,346,8
19.72,-155.05,21306,44.1,-62.9,16,101,11
19.72,-155.05,23470,31.1,-59.5,13,65,24
19.72,-155.05,24994,24.4,-54.7,9,100,27
19.72,-155.05,27675,16.1,-51.1,6,92,32
19.72,-155.05,29566,12.1,-45.7,7,60,38
19.72,-155.05,31773,8.7,-42.7,7,99,45
