0,88.109085,88.040118,0.068967,0.932982,2.022383,0.786433,1.427289,1.104284,0.729236,3.829823,1.563395
,,,,,,,,,,,
1,88.297923,88.26857,0.029353,3.285749,1.702835,2.789859,0.993618,0.981988,1.364263,2.395193,0.723528
,,,,,,,,,,,
2,88.572121,88.413583,0.158539,3.189147,1.506393,2.901848,2.278453,0.633284,0.964008,2.088935,1.22423
,,,,,,,,,,,
3,88.995115,89.24269,-0.247575,2.467109,1.292539,3.606157,1.499391,0.641295,3.432815,1.539777,1.089561
,,,,,,,,,,,
4,87.81515,87.815775,-0.000625,2.377349,2.273106,2.256706,2.744447,2.451912,2.69733,3.889285,3.344371
,,,,,,,,,,,
5,88.843778,89.149397,-0.305619,2.504857,0.98954,2.271473,1.265278,0.452035,3.107655,1.456898,1.373596
,,,,,,,,,,,
6,88.701743,88.710842,-0.009099,1.611199,2.370217,2.22237,1.534851,1.245265,0.875335,2.088029,1.706233
,,,,,,,,,,,
7,88.339886,88.457763,-0.117876,2.066303,1.365892,1.026896,0.988287,1.466985,0.698863,3.056159,1.853287
,,,,,,,,,,,
8,88.100108,88.267539,-0.16743,1.918836,1.49879,1.428667,1.515207,0.292261,0,1.014033,1.502881
,,,,,,,,,,,
9,88.924188,88.769382,0.154806,1.984312,2.206962,2.821352,0.589284,1.908169,1.013179,2.448383,1.155655
,,,,,,,,,,,
10,88.243547,88.281918,-0.038371,2.047407,1.7785,2.803279,1.120766,1.524135,2.549652,1.728433,1.247463
,,,,,,,,,,,
11,87.988508,87.911024,0.077484,1.626106,1.568097,0.169031,1.177752,2.586592,2.105314,2.913276,2.16194
,,,,,,,,,,,
12,87.376792,87.351523,0.025269,1.217135,1.129173,0.292948,1.027533,1.916111,0.469303,1.4452,1.753174
,,,,,,,,,,,
13,87.777528,87.718742,0.058786,2.380982,1.882717,0.64603,1.619742,1.663756,2.147392,2.011455,1.568321
,,,,,,,,,,,
14,87.25969,87.616967,-0.357277,2.642222,1.805624,0.698999,1.582243,3.24166,1.851459,3.712112,2.792678
,,,,,,,,,,,
15,87.275699,87.13597,0.139728,2.379838,1.634227,1.801785,1.255778,2.382936,3.068649,1.397197,1.024994
,,,,,,,,,,,
16,87.53049,87.962758,-0.432267,1.72352,2.126355,0.978542,1.813536,1.319066,1.867115,3.571932,2.301135
,,,,,,,,,,,
17,87.874342,87.820857,0.053485,2.646082,1.689876,2.782185,0.927463,1.026578,1.443255,3.032478,1.464179
,,,,,,,,,,,
18,88.605505,88.387876,0.217629,2.044488,0.4805,3.658217,1.264452,0.746574,1.28824,1.240306,0.998784
,,,,,,,,,,,
19,88.3563,88.421489,-0.065189,0.701502,1.852803,3.679779,3.412272,1.698313,2.540402,1.741939,3.410881
,,,,,,,,,,,
20,87.312145,87.113406,0.198738,2.612007,1.858117,2.850075,1.946386,3.265323,2.16589,3.629322,2.050011
,,,,,,,,,,,
21,87.90588,87.851141,0.054739,2.905674,2.444767,4.429868,2.415388,2.771557,1.693863,2.359324,2.118679
,,,,,,,,,,,
22,88.245852,88.122783,0.123069,1.794759,1.747671,4.800467,2.407947,1.637779,2.166055,0.986397,2.425931
,,,,,,,,,,,
23,89.101329,88.716445,0.384884,3.014779,2.167578,4.48306,1.253623,2.311974,1.861335,0.825318,1.342861
,,,,,,,,,,,
24,88.836815,88.852315,-0.0155,2.875104,1.370478,3.747702,1.023137,1.15056,0.777701,0.949111,0.641899
,,,,,,,,,,,
25,88.505497,88.675175,-0.169678,1.954452,1.379895,2.905125,2.653707,0.976042,1.71131,1.003319,1.432642
,,,,,,,,,,,
26,88.695316,88.801736,-0.106419,0.792881,1.771464,3.843938,3.216651,1.94311,2.670329,0.970595,3.016994
,,,,,,,,,,,
27,88.040932,88.01597,0.024962,0.494319,1.880666,1.236991,1.509927,1.47804,2.184895,2.946666,3.237155
,,,,,,,,,,,
28,87.956999,88.05041,-0.09341,1.058424,1.355855,0.775263,1.393606,1.30297,1.539506,3.924926,1.931865
,,,,,,,,,,,
29,87.782611,87.745507,0.037103,1.298498,0.966578,2.842815,1.570857,1.703206,1.384961,1.419195,1.788307
,,,,,,,,,,,
30,87.677927,87.49999,0.177938,1.255069,2.360828,2.258907,2.286248,2.932006,1.364037,4.347528,3.436704
,,,,,,,,,,,
31,87.628658,87.783165,-0.154507,2.439426,2.256024,1.410163,1.09777,1.364107,1.652895,3.522852,2.181323
,,,,,,,,,,,
32,88.288981,88.227268,0.061713,2.359727,1.632904,2.083463,1.395033,0.306912,1.241952,2.313886,0.516419
,,,,,,,,,,,
33,87.995513,87.826935,0.168578,2.026422,1.936069,2.116528,1.221787,1.031051,2.015924,1.787147,2.360808
,,,,,,,,,,,
34,87.846112,87.933385,-0.087273,1.223073,1.571726,0.634704,0.744344,1.732889,0.575128,2.984511,1.829699
,,,,,,,,,,,
35,87.838362,87.819981,0.018381,3.337908,1.822847,1.842631,1.682233,0.714562,1.910492,2.342257,2.190557
,,,,,,,,,,,
36,87.97067,87.838887,0.131783,2.671781,1.406988,3.888134,2.070053,1.864145,1.602204,2.433553,2.11486
,,,,,,,,,,,
37,88.059676,87.940689,0.118987,0.586489,2.382852,3.413277,1.871656,1.194763,2.559119,2.002783,2.455852
,,,,,,,,,,,
38,88.483886,88.28563,0.198255,2.16778,1.342195,2.559116,0.687745,0.647997,0.511388,2.789443,1.287997
,,,,,,,,,,,
39,87.734031,87.755925,-0.021894,2.655387,2.664189,1.402035,1.1756,1.720954,1.866911,2.032782,0.779201
,,,,,,,,,,,
40,88.657452,88.481305,0.176147,1.383217,0,1.810369,1.375938,3.296479,1.220365,1.99067,1.985547
,,,,,,,,,,,
41,87.712642,87.6395,0.073142,2.810971,1.832753,1.873111,1.230773,1.048217,1.773319,3.11697,2.29892
,,,,,,,,,,,
42,88.040032,88.073693,-0.033661,2.99866,1.794398,4.614027,2.753378,2.638601,1.863874,2.785176,2.187274
,,,,,,,,,,,
43,88.301818,88.227246,0.074572,2.633301,1.870806,3.648945,1.489044,1.058117,1.935281,1.192785,1.522123
,,,,,,,,,,,
44,88.13786,88.013717,0.124143,0.51149,2.574392,3.279632,1.165811,2.567384,2.164761,2.665348,5.235801
,,,,,,,,,,,
45,87.696425,87.71624,-0.019815,2.210093,1.535523,1.192451,1.287926,2.071255,1.317344,3.674426,2.88657
,,,,,,,,,,,
46,87.884155,87.923708,-0.039552,2.312879,0.950862,3.028187,1.194975,1.066576,1.459178,2.762878,1.433835
,,,,,,,,,,,
47,87.581647,87.55445,0.027197,2.5127,1.003515,3.288554,0.680517,2.72071,1.370563,3.030708,2.759853
,,,,,,,,,,,
48,88.014406,88.092278,-0.077871,2.114294,0.713301,2.446188,0.77918,0.466809,1.244645,3.991976,1.503437
,,,,,,,,,,,
49,89.014134,88.961138,0.052996,2.805076,1.196951,2.685492,1.390637,1.222058,0.085116,1.430351,0.457002
,,,,,,,,,,,
50,88.791887,88.84542,-0.053533,3.169334,2.377637,1.387908,0.905742,1.131048,1.228925,2.318414,1.681254
,,,,,,,,,,,
51,87.586686,87.451721,0.134965,2.24461,2.079809,1.557252,1.719291,1.673207,2.345669,2.506397,1.984175
,,,,,,,,,,,
52,88.131129,87.869135,0.261994,1.011728,0.673474,2.790135,1.236022,0.952603,1.616606,1.922032,2.72805
,,,,,,,,,,,
53,87.902863,87.920631,-0.017767,2.869137,1.983865,2.131635,1.443233,1.096011,1.41654,3.519566,2.026434
,,,,,,,,,,,
54,87.924247,87.888107,0.03614,2.855215,2.07471,4.737415,2.720646,2.607111,1.78769,3.176632,2.6838
,,,,,,,,,,,
55,87.717971,87.600181,0.11779,1.050355,1.840531,2.703624,1.617008,2.193657,3.443582,1.952371,4.088549
,,,,,,,,,,,
56,87.820689,87.561126,0.259563,1.568264,1.643937,1.807075,1.106317,1.223853,1.457153,3.397059,2.401483
,,,,,,,,,,,
57,87.936419,87.681481,0.254938,3.597118,1.638359,2.012158,1.40556,1.295774,0.768534,3.48919,1.402634
,,,,,,,,,,,
58,87.710938,87.529122,0.181816,1.666935,1.540006,1.939141,1.502491,1.555387,1.550377,4.474833,2.157182
,,,,,,,,,,,
59,87.648129,87.616225,0.031904,1.689424,1.697393,3.828115,2.162616,1.735958,1.071532,2.095779,1.378699
,,,,,,,,,,,
60,88.301093,88.355707,-0.054614,3.03622,2.58451,3.654392,2.42575,1.157353,0.987101,0.903925,1.620397
,,,,,,,,,,,
61,87.761696,87.744189,0.017507,2.031954,2.174554,1.362543,1.167614,0.922249,1.642254,2.724972,1.910919
,,,,,,,,,,,
62,88.070535,88.060372,0.010163,2.679267,2.01546,4.114328,3.019922,2.894349,1.786376,3.128307,2.735212
,,,,,,,,,,,
63,87.672981,87.649831,0.023149,1.341218,1.586906,2.249907,2.538881,2.896916,2.299894,2.975496,3.156434
,,,,,,,,,,,
64,87.686384,87.747265,-0.060881,2.197872,3.334856,3.221456,1.56147,1.058399,2.520402,2.60872,1.352883
,,,,,,,,,,,
65,88.657554,88.516191,0.141363,2.449208,1.646289,3.788717,0.980596,1.505063,3.177815,1.274169,1.129283
,,,,,,,,,,,
66,87.74285,87.741631,0.001218,2.589978,2.530907,1.707952,0.81584,1.217099,1.864837,2.408461,1.801448
,,,,,,,,,,,
67,87.804653,87.841876,-0.037223,2.525127,2.256923,4.071701,2.538507,2.861293,2.171322,3.111797,2.751542
,,,,,,,,,,,
68,87.790162,87.698127,0.092035,1.515638,1.802304,4.0173,2.97378,1.89182,1.915437,2.159319,2.203347
,,,,,,,,,,,
69,87.473391,87.440999,0.032392,2.374526,1.73263,2.762834,1.476441,2.088265,2.00456,3.05538,1.623407
,,,,,,,,,,,
70,87.546726,87.563732,-0.017006,1.720329,0.912652,3.228844,0.720912,2.053753,1.727656,1.615973,2.150716
,,,,,,,,,,,
71,87.900498,87.851417,0.049081,2.068378,1.365274,2.114961,0.955954,1.201283,2.079244,2.618212,1.813724
,,,,,,,,,,,
72,87.543396,87.421044,0.122352,2.955766,2.637366,1.885228,1.19383,1.379326,1.756929,3.26221,1.783697
,,,,,,,,,,,
73,87.672847,87.635881,0.036966,1.120316,1.389505,3.256196,0.869794,0.899187,3.488979,1.482188,0.862803
,,,,,,,,,,,
74,87.644614,87.576117,0.068497,2.333006,2.516815,3.099927,1.115618,2.019244,3.604773,3.296715,3.825438
,,,,,,,,,,,
75,87.618332,87.53063,0.087702,3.409644,2.646044,2.25299,0.93157,1.121786,1.360587,3.113549,1.981177
,,,,,,,,,,,
76,88.090776,87.972196,0.11858,2.251287,1.650301,2.819189,1.092308,0.625181,2.200411,2.582335,0.340887
,,,,,,,,,,,
77,88.091895,88.052866,0.039028,2.522492,2.095796,4.057154,2.927546,2.998342,1.971999,3.105684,2.813716
,,,,,,,,,,,
78,88.098499,88.037435,0.061064,2.738428,1.653087,3.777095,1.705247,2.258864,1.995552,2.900265,2.167538
,,,,,,,,,,,
79,88.020554,87.985121,0.035433,2.960732,1.742642,4.862895,1.470844,1.962654,1.954936,1.495711,2.907506
,,,,,,,,,,,
80,87.682498,87.702842,-0.020344,1.61307,1.073146,2.61266,2.14664,1.934771,1.488855,1.894028,2.594604
,,,,,,,,,,,
81,87.513689,87.299787,0.213902,1.290219,2.555953,1.604357,0.928452,1.542563,1.105597,2.714787,2.181027
,,,,,,,,,,,
82,87.559104,87.624025,-0.064921,2.894231,1.722765,0.73425,1.517292,1.469385,1.84963,1.580201,2.728267
,,,,,,,,,,,
83,87.652345,87.50491,0.147435,2.075157,2.497539,1.780361,1.51117,1.983255,1.232864,4.573061,2.335864
,,,,,,,,,,,
84,87.622858,87.757357,-0.134499,1.204048,1.105979,2.758138,1.270756,1.8613,2.70007,1.81724,1.087454
,,,,,,,,,,,
85,87.489679,87.358209,0.13147,2.303263,0.919611,0.960839,1.271746,1.32092,1.143731,1.352331,2.451265
,,,,,,,,,,,
86,87.720529,87.700031,0.020498,2.718676,1.845038,2.181077,0.424195,1.509156,2.213546,2.510404,1.455759
,,,,,,,,,,,
87,87.622429,87.54267,0.079759,1.00556,1.517164,2.959417,1.814296,1.770641,2.818789,2.024978,2.200035
,,,,,,,,,,,
88,87.655386,87.539314,0.116072,1.193595,2.006458,1.155249,0.77247,1.994733,2.775348,3.558335,2.158113
,,,,,,,,,,,
89,87.423315,87.27363,0.149685,1.815553,2.442299,0.136049,1.578567,2.041382,2.844826,2.451402,1.305579
,,,,,,,,,,,
90,87.518051,87.428404,0.089646,2.339671,1.794707,0.960362,1.648629,1.300025,0.711099,2.568048,1.835938
,,,,,,,,,,,
91,87.901314,87.873988,0.027326,3.172609,2.062565,4.763435,2.96117,2.360362,1.57201,2.524532,2.114572
,,,,,,,,,,,
92,87.0542,87.070783,-0.016583,2.758704,2.013177,1.858796,1.994627,2.342042,2.252736,3.879478,2.044785
,,,,,,,,,,,
93,87.522764,87.272636,0.250127,1.964791,1.19597,0.739491,2.392315,1.344089,2.196702,1.317242,0.893018
,,,,,,,,,,,
94,87.749576,87.887126,-0.13755,2.025737,0.997675,0.763376,0.553426,1.020013,0.953851,0.754508,2.181121
,,,,,,,,,,,
95,87.624785,87.651188,-0.026403,2.915556,1.660444,4.025555,1.703245,1.926266,1.908903,3.247539,1.973905
,,,,,,,,,,,
96,87.361556,87.290854,0.070702,0.826733,1.612311,2.179363,1.46022,1.70549,1.966315,3.271097,2.11031
,,,,,,,,,,,
97,87.010985,87.189303,-0.178318,2.800279,2.130702,1.187095,1.515868,1.739134,1.348774,3.498432,2.01229
,,,,,,,,,,,
98,87.59842,87.550772,0.047648,2.944129,1.765671,2.420146,1.998769,1.937142,1.697658,3.648126,2.280608
,,,,,,,,,,,
99,87.262309,87.235099,0.027209,2.150781,1.120864,3.599652,2.068858,1.840987,2.105527,3.20352,1.639588
,,,,,,,,,,,
,,,-0.432267,,,,,,,,
,,,0.384884,,,,,,,,
,,,,,,,,,,,
,,,100,,,,,,,,
